0.0795,0.8761,0.0574,1.0000
0.1388,0.1232,0.0838,0.0000
0.9205,0.9442,0.1107,0.0000
0.8657,0.0831,0.0909,1.0000
0.9161,0.8738,0.0893,0.0000
0.8654,0.8504,0.0795,0.0000
0.8700,0.0707,0.9477,0.0000
0.9344,0.9285,0.8989,1.0000
0.8591,0.8685,0.8869,1.0000
0.8545,0.8965,0.1337,0.0000
0.0651,0.0586,0.9308,1.0000
0.9471,0.1054,0.9318,0.0000
0.9466,0.9073,0.0976,0.0000
0.0895,0.1002,0.0620,0.0000
0.8673,0.1472,0.0626,1.0000
0.8578,0.8702,0.1334,0.0000
0.8820,0.0587,0.9052,0.0000
0.9020,0.1287,0.8613,0.0000
0.0648,0.1425,0.1286,0.0000
0.9378,0.8883,0.9072,1.0000
0.8537,0.8903,0.8539,1.0000
0.9191,0.1246,0.9397,0.0000
0.0838,0.8811,0.9358,0.0000
0.1472,0.0634,0.9274,1.0000
0.8769,0.9105,0.0688,0.0000
0.1413,0.9241,0.9321,0.0000
0.0566,0.8636,0.0674,1.0000
0.1337,0.0533,0.1418,0.0000
0.0774,0.9005,0.1181,1.0000
0.0872,0.8678,0.9087,0.0000
0.8844,0.9249,0.0785,0.0000
0.8550,0.1357,0.1178,1.0000
0.9152,0.1365,0.0974,1.0000
0.1147,0.0724,0.9213,1.0000
0.8924,0.9352,0.8752,1.0000
0.8802,0.9084,0.1012,0.0000
0.9061,0.8798,0.0982,0.0000
0.9488,0.9361,0.9156,1.0000
0.8688,0.1400,0.9161,0.0000
0.1221,0.9497,0.9407,0.0000
0.8888,0.1083,0.0843,1.0000
0.1186,0.9407,0.9007,0.0000
0.1341,0.0794,0.8628,1.0000
0.9225,0.1447,0.9154,0.0000
0.0855,0.8920,0.8872,0.0000
0.8964,0.0971,0.0972,1.0000
0.1000,0.9030,0.8554,0.0000
0.0637,0.0843,0.8643,1.0000
0.1279,0.8833,0.0813,1.0000
0.0505,0.8709,0.1076,1.0000
0.0990,0.0629,0.9133,1.0000
0.8929,0.8883,0.1034,0.0000
0.9450,0.9257,0.0518,0.0000
0.1127,0.0726,0.8812,1.0000
0.0884,0.8667,0.0798,1.0000
0.8956,0.8934,0.0843,0.0000
0.8859,0.0665,0.8519,0.0000
0.1227,0.0711,0.1090,0.0000
0.0623,0.0875,0.9271,1.0000
0.1094,0.1162,0.0548,0.0000
0.0917,0.8624,0.8974,0.0000
0.0705,0.0801,0.1162,0.0000
0.9123,0.0919,0.1012,1.0000
0.0783,0.0998,0.1278,0.0000
0.0858,0.8795,0.1048,1.0000
0.1188,0.8831,0.0513,1.0000
0.1407,0.8649,0.1280,1.0000
0.1224,0.1405,0.0957,0.0000
0.8764,0.0600,0.1374,1.0000
0.8860,0.8926,0.0595,0.0000
0.0510,0.1163,0.0829,0.0000
0.9455,0.9378,0.0873,0.0000
0.8683,0.8900,0.8772,1.0000
0.9190,0.9300,0.0613,0.0000
0.1482,0.0604,0.9302,1.0000
0.8681,0.9279,0.1363,0.0000
0.0983,0.8613,0.8941,0.0000
0.0762,0.8512,0.1478,1.0000
0.9019,0.0933,0.0982,1.0000
0.8649,0.0512,0.1006,1.0000
0.9352,0.0575,0.8821,0.0000
0.9470,0.1007,0.8903,0.0000
0.0579,0.9301,0.8588,0.0000
0.8947,0.1481,0.0603,1.0000
0.8536,0.1326,0.9390,0.0000
0.1155,0.9450,0.9325,0.0000
0.1344,0.9060,0.9217,0.0000
0.9216,0.0597,0.0502,1.0000
0.9330,0.9048,0.9202,1.0000
0.1397,0.8640,0.8607,0.0000
0.0688,0.8716,0.1217,1.0000
0.1257,0.1427,0.1272,0.0000
0.8957,0.1464,0.1030,1.0000
0.1053,0.9339,0.9424,0.0000
0.1192,0.1230,0.0604,0.0000
0.9004,0.8919,0.0774,0.0000
